Instance,Income
112201,286034.6669814801
112202,111161.8482231155
112203,18238.793822794476
112204,23256.67278891106
112205,14143.819667680318
112206,107560.16358572345
112207,258998.54333037682
112208,50640.848601020865
112209,438690.890191151
112210,44704.322120052704
112211,226825.40578449186
112212,34865.27039281981
112213,27955.36694654454
112214,210539.40225520323
112215,53577.658548096966
112216,106181.93459726502
112217,26334.520657947658
112218,30685.699314255573
112219,376641.67101744
112220,36103.527904906616
112221,16848.166496429858
112222,28117.4145899738
112223,47565.24250262501
112224,139539.98954613265
112225,26458.25783538036
112226,62898.60357859827
112227,49591.257415073225
112228,97510.5352710561
112229,40365.98944261203
112230,176357.09481269182
112231,9104.579891304562
112232,149535.10345989923
112233,27193.631533893127
112234,42093.819719475636
112235,21117.289165202954
112236,116311.35712923105
112237,315115.45740844635
112238,23472.09913067212
112239,29466.28411310114
112240,25011.5349440691
112241,14164.424339168112
112242,31537.6187670486
112243,86397.25969538777
112244,148422.35751823604
112245,88523.43877467494
112246,44645.23995929667
112247,428879.636550087
112248,69205.92646010913
112249,9124.096721006423
112250,46862.966071002425
112251,48981.68435757658
112252,52531.50447373826
112253,12659.653231447157
112254,262985.963850384
112255,34673.45294293052
112256,24033.41763315625
112257,28718.470041725388
112258,475017.791867963
112259,140827.01023834696
112260,118306.07189728715
112261,338546.783815296
112262,98995.5765545502
112263,26173.710678181847
112264,75138.55017228244
112265,19693.52391069625
112266,28139.154523973106
112267,33901.09259591781
112268,73107.73666994073
112269,425436.02607744443
112270,16744.2095646768
112271,63948.53608071909
112272,84000.67014607566
112273,136663.13735814657
112274,13923.48657411877
112275,167838.199884389
112276,210896.01722944554
112277,46563.87128695246
112278,27096.950820054124
112279,30886.4411719722
112280,126891.22096755229
112281,44340.953413476454
112282,207291.7451580652
112283,82510.55285865524
112284,63229.08126451257
112285,58689.40265182531
112286,49563.74374341831
112287,26632.893448448416
112288,66295.5087841843
112289,260631.1764785286
112290,167188.32325123332
112291,26411.075732364567
112292,596008.2813304584
112293,23195.696843921814
112294,297653.97812559316
112295,44995.64143920511
112296,203376.73090525312
112297,41981.28038008051
112298,36259.62174457791
112299,26263.45958573384
112300,20710.1522077523
112301,20343.402374867892
112302,24369.654533888173
112303,17153.490463714166
112304,165938.85616156433
112305,17569.851822618326
112306,50417.94722241071
112307,31104.30203574314
112308,91651.41839697635
112309,39071.9681395655
112310,24985.121408380208
112311,94676.888317296
112312,32604.124409427226
112313,104050.56829229469
112314,13181.326106523044
112315,224689.49727204777
112316,22937.107546220268
112317,33326.152183946084
112318,20733.85245229297
112319,9989.623630183323
112320,815675.7918380321
112321,37686.34153395156
112322,26153.299693492227
112323,98811.62363520279
112324,359759.98359704355
112325,211256.36118589446
112326,110080.32007904012
112327,212876.2296621828
112328,103597.0058577074
112329,195524.22150736305
112330,299028.7877541148
112331,360576.72701382707
112332,205077.80741820447
112333,293646.78802406794
112334,199934.65397734594
112335,55009.11221238405
112336,18432.703326008275
112337,213495.2682054971
112338,365361.0129936859
112339,254868.62609567863
112340,34079.51644954859
112341,1082979.7357374746
112342,29710.77026738798
112343,37597.06134955841
112344,38256.42811547152
112345,29116.36433758906
112346,82164.97691989911
112347,14141.284423335743
112348,16898.24568867517
112349,20310.583573667704
112350,92750.32476596851
112351,33796.353571250234
112352,54888.41039469325
112353,12107.62748607236
112354,135413.5095091307
112355,59192.070890654024
112356,49244.93472572919
112357,46552.672857244965
112358,78102.28762257528
112359,35546.404178306555
112360,27897.8263571928
112361,154006.0012078011
112362,67827.92460763626
112363,48687.86777152243
112364,10189.614891261199
112365,13792.20183513258
112366,23747.920832916112
112367,29046.811454798717
112368,45502.6742318649
112369,151379.95082440806
112370,10160.297534450145
112371,325232.449233694
112372,99953.14648775353
112373,48023.43839039423
112374,19843.742082060322
112375,38871.68517036239
112376,93384.41807483355
112377,116371.65784930985
112378,59550.15936222377
112379,98071.18358344294
112380,65030.09707654382
112381,64217.60804913288
112382,88096.53511110182
112383,32418.067279830047
112384,197869.59684034617
112385,19915.412195326127
112386,150336.23409072132
112387,70437.28388047373
112388,33563.88711730954
112389,33801.96426966509
112390,20033.34876234253
112391,24583.197863127447
112392,99502.42370969939
112393,42421.53178104781
112394,42306.01420468883
112395,25517.245889320326
112396,89919.84357453187
112397,30513.91798608337
112398,400544.89698189124
112399,93802.3432848408
112400,53138.14355874542
112401,116723.10915115544
112402,828641.2992254209
112403,162385.48644013406
112404,95169.63979258933
112405,34821.718403691484
112406,15975.511405638908
112407,20405.65796216047
112408,27287.832207017964
112409,63648.93022234999
112410,15183.72977061307
112411,118323.17133359423
112412,106302.32302079926
112413,16527.949823853432
112414,70734.31992974534
112415,140897.83703791464
112416,78278.50943369267
112417,90715.93173838693
112418,40157.56712585965
112419,179526.4064373234
112420,38832.44857424948
112421,221548.47045618464
112422,87771.05790941832
112423,45033.126670084006
112424,18609.192500688234
112425,15038.866424930911
112426,110308.75804384577
112427,258824.70068606356
112428,173120.0892753793
112429,18334.981045460176
112430,28892.28719899981
112431,126108.83140649275
112432,24124.668715007767
112433,87183.40718561615
112434,51514.257815069795
112435,41530.30512564147
112436,51339.32377174825
112437,62391.17306055828
112438,97175.44222136549
112439,21607.607543510396
112440,213697.71792251233
112441,22265.87540292331
112442,353836.0859897089
112443,56283.60725244632
112444,30428.760913054575
112445,58556.1303560637
112446,462041.70867841603
112447,684977.1564884848
112448,58573.53385507825
112449,75655.80901120423
112450,28129.685809434075
112451,114603.03291958182
112452,20140.05140054498
112453,31719.736236145982
112454,110728.32228639929
112455,669174.7064369328
112456,44044.235724587474
112457,156715.42273920716
112458,90882.22117370748
112459,37365.388192037244
112460,59090.29748029139
112461,356746.09897259437
112462,91529.02422905655
112463,55973.885834942485
112464,52142.993303620344
112465,143156.64080840358
112466,164533.30638761428
112467,29287.308976953038
112468,17880.65870992647
112469,54180.52383363017
112470,26045.77523036887
112471,44696.15441164195
112472,186929.53584159474
112473,73823.13154968247
112474,24370.868609391717
112475,106714.56250448007
112476,82305.7788146452
112477,42883.87147121652
112478,75045.13267453013
112479,22038.82505159736
112480,47096.02523138385
112481,155248.09617874923
112482,49234.52035270663
112483,287865.3194275803
112484,59229.94912087294
112485,87750.05203361485
112486,12611.31755184556
112487,17830.201210763455
112488,141743.14893124296
112489,36999.95229648176
112490,295231.27725523594
112491,69119.24517225602
112492,44262.62314231578
112493,323230.4582757281
112494,21753.821802721646
112495,11046.299062577677
112496,14425.346211081103
112497,196348.61659046984
112498,21645.193242469548
112499,38437.14040061508
112500,22335.672702510048
112501,50082.49690985697
112502,59438.76633842013
112503,40255.586472907235
112504,44837.25719304091
112505,20150.798640781504
112506,65174.336032057254
112507,96654.0971846784
112508,65254.811763905454
112509,17009.5247136041
112510,23533.847899280157
112511,129080.53798461017
112512,23956.42944362035
112513,34613.2170258982
112514,30167.569836333285
112515,83819.16555252482
112516,97301.21414743274
112517,19632.238612924095
112518,71213.40241742748
112519,17332.077316095332
112520,29183.20820154565
112521,161821.16313707366
112522,52773.64821596209
112523,34027.49859013646
112524,57518.783383234644
112525,13179.351019074036
112526,24632.065399548876
112527,31222.875547044834
112528,18139.684128948527
112529,20435.339695716008
112530,85329.99067676118
112531,143117.1164969687
112532,160109.61166989987
112533,103506.92499468282
112534,218180.35024551276
112535,54757.43623389729
112536,104689.34151414275
112537,42275.14094840991
112538,9063.10797321608
112539,146061.4509758455
112540,16436.56946855707
112541,66086.08267582979
112542,187345.0208258193
112543,59962.050352024235
112544,202613.99089292102
112545,28897.28581449205
112546,19860.784593978227
112547,98964.63619053656
112548,633551.0673587068
112549,74224.43813491112
112550,82276.31503395287
112551,14675.348294059893
112552,118894.2702458054
112553,48343.66282403593
112554,73970.86761368293
112555,21356.87449560425
112556,73200.82662220763
112557,63708.15074968716
112558,93164.74011283433
112559,43730.679401590154
112560,46015.98057369788
112561,162404.4176069435
112562,15141.901547614947
112563,128775.53422380977
112564,354593.97907848144
112565,121595.42462912128
112566,24354.672151374874
112567,22120.891227082804
112568,34881.847094133824
112569,116840.24937884393
112570,23603.11128928929
112571,117699.34983144226
112572,142981.259005933
112573,15285.720039770942
112574,80399.34230169017
112575,75607.445090136
112576,71129.38106070015
112577,210820.6552162113
112578,350492.7543123263
112579,89276.58839357985
112580,142539.02671575246
112581,33684.514993103825
112582,28494.071297431867
112583,18362.010185310548
112584,174663.91105955275
112585,33867.60975523247
112586,10473.942118454113
112587,131056.33757131093
112588,90204.20243795958
112589,183190.95430506524
112590,19804.003719549302
112591,151360.050787596
112592,18239.299918212724
112593,26122.677225424097
112594,34867.94583428465
112595,34214.253817813056
112596,60578.77313064519
112597,39052.644893042256
112598,35390.665702967985
112599,11377.346369160983
112600,18077.361954532207
112601,120484.2736859183
112602,37060.90503681468
112603,61619.698833706425
112604,146619.4270170859
112605,26026.270472959794
112606,50698.56196219893
112607,50345.28201193626
112608,91612.43803562807
112609,182511.84589045218
112610,71216.76460256528
112611,164206.6163630061
112612,159875.88943538876
112613,91512.02215388598
112614,164249.28576334106
112615,65314.81490555005
112616,100663.17437826417
112617,104283.80962003088
112618,304123.29082334857
112619,31412.58842137978
112620,13780.095709602192
112621,6981.650886388419
112622,124469.67368286657
112623,68101.7589407944
112624,29747.982589084637
112625,31230.26269502852
112626,131533.2794727096
112627,23678.032566261376
112628,44940.41810148573
112629,25817.218245282656
112630,33141.155005519635
112631,64393.88261969305
112632,191647.29532093
112633,143713.88043696297
112634,15717.073657343957
112635,39839.0739813672
112636,53150.55529884272
112637,162646.13125852327
112638,14095.835679251017
112639,64103.79263202985
112640,15835.840000722877
112641,20093.311190656867
112642,231426.61253630312
112643,52462.42447810724
112644,131360.26621137053
112645,40603.863845563996
112646,20782.282304312892
112647,13048.984869886885
112648,47628.75553115338
112649,21290.719225540128
112650,22382.40969106018
112651,46822.100888909954
112652,12387.29658451124
112653,15809.525411000319
112654,36026.05039531603
112655,26438.878528317193
112656,22627.286715116472
112657,276190.02673861774
112658,558697.1163401117
112659,111775.10177118378
112660,76329.37205860742
112661,171866.3499897755
112662,82941.93127632598
112663,87864.38334322107
112664,214581.31281134006
112665,371521.1039589893
112666,104364.27753447548
112667,32619.180988894714
112668,47781.09000469229
112669,129282.19361094365
112670,15164.91677987051
112671,174967.47646275218
112672,110525.88714046247
112673,32980.915849836296
112674,22194.133765108803
112675,49144.04719771364
112676,41866.075107949175
112677,47436.32195435922
112678,27522.304611087435
112679,83223.53918652382
112680,105162.26154354165
112681,23477.696297785074
112682,101285.6279543027
112683,21659.088089699122
112684,246255.07699552595
112685,26771.152875294934
112686,42926.34241801821
112687,27577.09925784305
112688,35969.99972561838
112689,108327.4193811326
112690,37895.91208671681
112691,41683.238079398274
112692,23400.803619709575
112693,112721.56296805938
112694,19717.85558932775
112695,142791.97292913464
112696,161013.22009768468
112697,110704.85554815442
112698,79482.33603690797
112699,340067.79667998326
112700,217136.0235091221
112701,365449.92136578955
112702,113489.17497062852
112703,22133.64212201471
112704,51327.81374249366
112705,240071.16614103544
112706,59664.618611398364
112707,30600.645665538268
112708,103908.11546569616
112709,136293.26790301251
112710,44318.03221939918
112711,72736.16022179673
112712,13807.263009481965
112713,67038.44881874441
112714,114736.46654501649
112715,108751.53670403836
112716,13616.812176578094
112717,10372.669518238145
112718,84127.87264236058
112719,44554.90800929084
112720,23534.21693933359
112721,25007.23396277513
112722,28739.092995103052
112723,22903.605130020296
112724,35965.10163877126
112725,50333.7493543012
112726,14963.143488120499
112727,55763.692979011925
112728,160625.20667308054
112729,43566.96405286648
112730,24242.566802292047
112731,42472.94281107084
112732,11375.764446340107
112733,48724.2884003312
112734,238666.15180840637
112735,10560.595840335865
112736,63910.68309774902
112737,51758.4484076514
112738,354626.5790997319
112739,38688.15425996739
112740,87563.62028381994
112741,19438.484460232357
112742,23476.676702165998
112743,23566.438387898223
112744,99429.40298383885
112745,143872.05361501896
112746,23338.370317743138
112747,71754.62270013371
112748,288384.6083178136
112749,34213.62915454898
112750,12691.861923695938
112751,448201.44342961896
112752,41740.08532150892
112753,31550.119499668126
112754,81630.94000939625
112755,33986.8969996872
112756,49935.194691001074
112757,71633.00202071971
112758,24429.649688251728
112759,10958.558019121981
112760,29517.526415046024
112761,68748.38070346779
112762,324702.86766757397
112763,14770.237435023033
112764,166580.14820446284
112765,9642.282526319554
112766,72229.20784127149
112767,730921.6793490578
112768,22152.81199998506
112769,93816.85955150216
112770,28720.682993860788
112771,74248.28312591676
112772,28980.6313949794
112773,82964.9308642434
112774,27783.871449335646
112775,47142.58160663164
112776,18674.341799815516
112777,20270.090088932026
112778,608344.9678892652
112779,171252.9531539755
112780,142875.2688682335
112781,89423.38926453209
112782,50670.56667434365
112783,28887.2684917433
112784,32957.971804501394
112785,24233.491287424626
112786,92031.64086746458
112787,55700.35052122166
112788,42337.40542513063
112789,68339.13782439774
112790,104369.09756937336
112791,145751.1638001007
112792,18147.533919320562
112793,53510.51942826129
112794,576758.8423587895
112795,16965.45810885418
112796,42702.959563598095
112797,42797.31744592208
112798,64852.50838150955
112799,116690.4023354564
112800,32186.617860252132
112801,20567.49331543678
112802,142119.27693149855
112803,444420.0124376601
112804,35886.849170677226
112805,38779.640927023705
112806,12857.375145520338
112807,15443.978865556304
112808,244183.02797567117
112809,32062.880425496074
112810,165389.16775559756
112811,133313.73771473285
112812,67674.74960587021
112813,193997.92351105827
112814,35980.66890783617
112815,47600.45378293605
112816,20226.58686291363
112817,73461.93343721305
112818,45551.24809089577
112819,52188.41286431649
112820,300940.3391719142
112821,18561.920817675917
112822,28987.43425710872
112823,34936.158604292854
112824,19086.349545429228
112825,33597.283564725774
112826,51440.14228811155
112827,76888.27116469506
112828,75092.55562207097
112829,15531.48662308515
112830,52130.64973799482
112831,83818.72259354976
112832,66183.97922645388
112833,139514.06519404182
112834,30770.18519637753
112835,161338.56690509984
112836,29017.888877532703
112837,110572.50148140738
112838,420239.1909632426
112839,35055.38124322065
112840,112617.81907117921
112841,67874.87227559922
112842,152603.66407110097
112843,55541.7872294559
112844,37235.96473158607
112845,28095.4594856336
112846,205437.47251890937
112847,37452.91850156999
112848,162238.6468098881
112849,124669.85953497955
112850,144769.1213795647
112851,170680.49134215372
112852,20498.52036828328
112853,250652.13522856348
112854,38306.89899400588
112855,298967.42970346694
112856,28748.33086971888
112857,21537.111332906305
112858,31643.140282770702
112859,134498.93134718933
112860,45573.53983955952
112861,179069.46916498302
112862,22340.939303822866
112863,52386.22878366219
112864,180661.85834908974
112865,14852.210149671566
112866,247355.98524636845
112867,18308.552536727504
112868,40454.616496343864
112869,70950.80309135401
112870,62377.98250493458
112871,128053.73663351935
112872,18362.238762461093
112873,160833.4527951504
112874,87343.39972612284
112875,68024.14995523698
112876,206952.99327069722
112877,31664.424791101774
112878,338512.0194883116
112879,315027.9630429031
112880,28158.24520895201
112881,39513.44564281927
112882,452711.81968816236
112883,20323.02191433581
112884,9790.738482951252
112885,56167.20786634918
112886,62138.23948278003
112887,17264.371515728708
112888,123280.2789070859
112889,71998.11895692415
112890,178084.79925551522
112891,120543.5959874128
112892,51236.02578173158
112893,32675.79016276363
112894,242825.38477112603
112895,13574.370557172027
112896,9676.980576700253
112897,46894.938218455114
112898,157348.51319459037
112899,20530.071600866788
112900,58951.90266148075
112901,47134.95975058912
112902,31924.292792718894
112903,153793.88654679095
112904,199461.76590666527
112905,41513.1074442539
112906,37925.55979288155
112907,11764.603909919484
112908,12242.610286532334
112909,400104.6845900479
112910,107028.34687578004
112911,52095.1705626487
112912,27609.8986884912
112913,54859.198791116345
112914,21299.653820705887
112915,193233.47846504356
112916,279654.3712206148
112917,79469.63150163932
112918,59218.73675998541
112919,30584.514721624415
112920,24282.00224897471
112921,31850.585741522624
112922,149817.53771058135
112923,102053.99334026633
112924,63444.20124696567
112925,167992.57532643728
112926,20185.582220502656
112927,20135.59734025543
112928,12397.81915528842
112929,68663.68427106079
112930,531624.1561917983
112931,58671.9780109311
112932,163380.17519578274
112933,23864.110064700704
112934,59255.692380091496
112935,57716.003805461645
112936,135590.9425889244
112937,388786.85578461067
112938,43116.510661658154
112939,16886.81840185654
112940,57993.311265420445
112941,337587.42849501217
112942,15684.139268234612
112943,257244.4568862967
112944,31026.401457555818
112945,133817.51226534427
112946,50393.91256220657
112947,43660.057917982886
112948,26965.517479142534
112949,29388.633813446984
112950,151821.10401065325
112951,31685.962652641312
112952,18320.011833333283
112953,19143.638951350003
112954,56811.18428825499
112955,11708.251256763917
112956,16481.00016874373
112957,22320.29555371252
112958,689093.4412523347
112959,63200.128481649466
112960,54486.79691511385
112961,320693.91362839076
112962,86252.16443354887
112963,99101.01213637735
112964,19019.389422347867
112965,25880.95260752662
112966,539842.7113732325
112967,30158.29398814709
112968,12222.146400992031
112969,73855.21819151958
112970,13888.201988649662
112971,60880.06005586451
112972,174174.17660253862
112973,29283.914057431364
112974,81792.61729504392
112975,35368.153437468005
112976,18389.999836696163
112977,20862.625205887227
112978,105512.47170137854
112979,215994.103773102
112980,528943.6326302575
112981,195138.02077531905
112982,27699.330938598545
112983,81822.41159269166
112984,13214.313031981588
112985,21341.590880182302
112986,18070.911833126702
112987,20403.40153289784
112988,25423.3200933021
112989,60777.83060698467
112990,71847.03266854667
112991,32899.11917311683
112992,20882.251851062214
112993,98752.67136973856
112994,19865.63859097863
112995,143742.5484996129
112996,14599.287315545844
112997,367637.05581257056
112998,22645.74285617994
112999,40685.81936880405
113000,12109.441133427463
113001,29547.978741818624
113002,30123.542089732604
113003,70792.87712336054
113004,97815.369616662
113005,30779.11657048064
113006,25317.028413371252
113007,13978.358099264171
113008,39354.088047516576
113009,19492.95944180249
113010,29999.765623004183
113011,34830.65193182702
113012,27816.16401968506
113013,22599.504620267377
113014,74389.33792258798
113015,134527.25911252678
113016,370033.23163949454
113017,76629.9968003967
113018,44246.462978155156
113019,138939.2370926675
113020,35720.12696961048
113021,21945.39892040687
113022,54252.06016050662
113023,59219.11117947879
113024,61196.02913336697
113025,22142.537725408016
113026,17771.698659458234
113027,26438.708435760167
113028,18345.54105546467
113029,158859.74063544808
113030,65023.18305858111
113031,50431.63759333638
113032,18611.299932265338
113033,95954.00742554937
113034,26461.573980567646
113035,28436.920746044238
113036,113013.8607754639
113037,77852.73011535504
113038,64320.24256007802
113039,78036.50002739839
113040,32723.245040818587
113041,25144.66508626153
113042,214962.6389824357
113043,14373.523473917418
113044,289308.2559343231
113045,666249.6175309233
113046,34981.381891869416
113047,30660.23725307918
113048,17832.84695953241
113049,124008.85636173924
113050,107839.54718563399
113051,131755.5798624569
113052,14347.716386142984
113053,65059.67077488179
113054,63067.20424391054
113055,27707.014341517355
113056,72731.15113237682
113057,37129.78210964033
113058,12302.270867190126
113059,56343.090219794576
113060,68084.1652039744
113061,30671.134676488084
113062,69060.13293320335
113063,162147.51505748305
113064,87562.83265704499
113065,19595.36961476048
113066,21544.400615170864
113067,59083.86417859678
113068,71825.990659269
113069,19641.990102442418
113070,92529.56376058704
113071,159615.5124947159
113072,25873.227557332004
113073,267304.3946166717
113074,152330.2065491031
113075,23024.619251404252
113076,93063.92696175059
113077,55132.06399622604
113078,28312.673262512348
113079,67351.37814158219
113080,65974.1450869687
113081,29973.67572190516
113082,26643.31896598471
113083,39910.502140082215
113084,67411.05661189069
113085,30257.305407927393
113086,179079.0441177828
113087,540764.8347426194
113088,38330.31891366138
113089,271949.6320242652
113090,31503.796237297516
113091,28933.30302831789
113092,75595.38424921418
113093,39135.25411815583
113094,144007.33025156747
113095,131973.23327238826
113096,49142.983392095775
113097,47125.87992394188
113098,217568.69558033528
113099,23597.015495093794
113100,34061.992862361025
113101,286566.7096629184
113102,283981.9047150807
113103,35445.25435401747
113104,37502.41688315053
113105,20064.760823047975
113106,130207.07470332252
113107,121607.04325688622
113108,138557.303553826
113109,17210.464731016502
113110,51636.32523743108
113111,125856.99504213578
113112,67005.83952046152
113113,108008.11011138694
113114,39692.1175379537
113115,37621.69060493298
113116,57666.7152129291
113117,173279.17858940637
113118,10421.31899184629
113119,186912.19017389615
113120,70828.11442313566
113121,39250.09281894187
113122,109947.17552215459
113123,408756.80304470443
113124,25565.29778102896
113125,114808.21145500732
113126,107617.70218727387
113127,55102.53900086216
113128,32818.50678986736
113129,194563.3066399991
113130,155539.0524630582
113131,60314.63009836651
113132,106760.38027967021
113133,72094.5294203809
113134,368813.5666409202
113135,84383.37592145245
113136,86255.204314251
113137,35197.16719907498
113138,60901.814023063576
113139,113439.28053093729
113140,166857.1299301967
113141,61970.47972331579
113142,27254.77837383382
113143,37711.942669357755
113144,179151.42797535745
113145,86641.97090874208
113146,43561.941301050305
113147,16971.768690003435
113148,180178.78213882522
113149,38652.02238697958
113150,24911.69220885769
113151,26708.066987207287
113152,48565.77104470438
113153,224774.7403029399
113154,107156.6851887615
113155,35671.433960166614
113156,755033.0026787955
113157,161702.4528303419
113158,28705.30735203552
113159,234120.1235585774
113160,30819.397239207017
113161,149905.64652152036
113162,59322.89459284933
113163,18023.04189800568
113164,27784.571962393893
113165,207731.45587377335
113166,35294.49554680102
113167,146629.86996020528
113168,37003.017901675514
113169,40748.24938649175
113170,208481.1039233455
113171,67025.26949784796
113172,79434.01930283257
113173,29216.82605797239
113174,89544.1572285249
113175,42578.175734712124
113176,81964.15931878214
113177,76931.89607054948
113178,27525.09086061053
113179,19066.532568583974
113180,30783.703800240743
113181,34760.80346436593
113182,14566.03772606984
113183,12752.697004491369
113184,31160.639422871867
113185,89052.16222104293
113186,144789.11412789754
113187,153665.15239252287
113188,29514.02093267579
113189,144090.97454392604
113190,43815.374777118115
113191,23009.10990790687
113192,20913.67152503164
113193,98574.98998874097
113194,37819.68844305101
113195,205162.4941625807
113196,20105.29654251512
113197,752169.5594605034
113198,76880.69707665776
113199,35946.902767703374
113200,19448.849613331215
113201,31659.018619883584
113202,24635.39539264725
113203,14604.857433992036
113204,166442.2514664763
113205,698123.2351761773
113206,59497.034514737825
113207,11494.724862729738
113208,179989.25359737084
113209,108681.76576134675
113210,84203.33839506455
113211,42772.3924845267
113212,95179.21410522278
113213,53289.944614682456
113214,18634.608721806766
113215,66698.06219451863
113216,80760.37713768912
113217,29350.033573010893
113218,21052.62041970143
113219,18840.241198044885
113220,151111.10901718147
113221,16695.749757180998
113222,25819.07708982936
113223,110504.82544484257
113224,25792.613768369425
113225,80370.30061291157
113226,54457.31102977934
113227,72389.03767947994
113228,28157.897985992757
113229,15504.674358346907
113230,27730.969396785917
113231,42634.581656588496
113232,269060.88434667763
113233,40666.58647082675
113234,20992.07777818581
113235,239865.77132265005
113236,52641.36702068716
113237,209305.77512718787
113238,70250.05417144753
113239,16066.20785645193
113240,57232.40049772389
113241,109045.61694880518
113242,90939.25906724746
113243,91784.56322584448
113244,32957.661420997254
113245,103028.05092362678
113246,62383.75794785783
113247,46990.19226657154
113248,55798.740468436794
113249,84834.49390730789
113250,268082.61068571504
113251,86600.18931236237
113252,32023.457869911435
113253,17861.897004157378
113254,76683.8337323152
113255,218663.92771755083
113256,25663.033619526486
113257,129802.08912951457
113258,21346.418084968584
113259,16993.781616177213
113260,54314.22870835397
113261,27139.996583685253
113262,58276.420190474426
113263,565433.8169208509
113264,12737.79485655644
113265,55196.497847765255
113266,106102.10504389742
